Fecha,APP ID,Game Name,Device,Total Registered Members,Total Verified Members,Newly Registered Members,Newly Verified Members,Newly Unregistered Members,Descargas,DAU,ARPDAU,Charged UU,Oro_Gastado,ARPU,ARPPU,Complimentary Gold Spent,Ingresos_USD,Oro_Gastado_USD,Juego
2024-04-16,50784,Eros Fantasy,TOTAL,458634,178475,420,164,0,264,3641,29.69,49,108086,0.24,2205.84,0,1080.86,1080.86,Proyecto Aurora
2024-04-17,50784,Eros Fantasy,TOTAL,458982,178593,348,118,0,647,3524,40.06,37,141184,0.31,3815.78,0,1411.84,1411.84,Proyecto Aurora
2024-04-18,50784,Eros Fantasy,TOTAL,459222,178671,240,78,0,454,3425,22.41,34,76752,0.17,2257.41,0,767.52,767.52,Proyecto Aurora
2024-04-19,50784,Eros Fantasy,TOTAL,459580,178790,360,119,2,371,3516,39.75,35,139747,0.3,3992.77,0,1397.47,1397.47,Proyecto Aurora
2024-04-20,50784,Eros Fantasy,TOTAL,459836,178886,256,96,0,292,3306,24.52,23,81049,0.18,3523.87,0,810.49,810.49,Proyecto Aurora
2024-04-21,50784,Eros Fantasy,TOTAL,460110,179011,274,125,0,305,3341,18.18,26,60730,0.13,2335.77,0,607.3,607.3,Proyecto Aurora
2024-04-22,50784,Eros Fantasy,TOTAL,460330,179094,220,83,0,238,3242,14.12,26,45762,0.1,1760.08,0,457.62,457.62,Proyecto Aurora
2024-04-23,50784,Eros Fantasy,TOTAL,460482,179145,152,51,0,179,3182,12.92,21,41115,0.09,1957.86,0,411.15,411.15,Proyecto Aurora
2024-04-24,50784,Eros Fantasy,TOTAL,460603,179191,121,46,0,194,3107,13.59,21,42217,0.09,2010.33,0,422.17,422.17,Proyecto Aurora
2024-04-25,50784,Eros Fantasy,TOTAL,460757,179254,154,63,0,349,3085,10.5,21,32380,0.07,1541.9,0,323.8,323.8,Proyecto Aurora
2024-04-26,50784,Eros Fantasy,TOTAL,461009,179359,253,105,1,684,3233,27.96,37,90395,0.2,2443.11,0,903.95,903.95,Proyecto Aurora
2024-04-27,50784,Eros Fantasy,TOTAL,461319,179460,310,101,0,374,3256,19.13,31,62289,0.14,2009.32,0,622.89,622.89,Proyecto Aurora
2024-04-28,50784,Eros Fantasy,TOTAL,461685,179582,366,122,0,358,3370,18.02,38,60743,0.13,1598.5,0,607.43,607.43,Proyecto Aurora
2024-04-29,50784,Eros Fantasy,TOTAL,461905,179658,220,76,0,246,3246,4.3,13,13946,0.03,1072.77,0,139.46,139.46,Proyecto Aurora
2024-04-30,50784,Eros Fantasy,TOTAL,462120,179735,215,77,0,479,3209,14.75,15,47346,0.1,3156.4,0,473.46,473.46,Proyecto Aurora
2024-05-01,50784,Eros Fantasy,TOTAL,462408,179841,288,106,0,442,3297,11.43,19,37693,0.08,1983.84,0,376.93,376.93,Proyecto Aurora
2024-05-02,50784,Eros Fantasy,TOTAL,462646,179925,239,84,1,284,3252,16.16,23,52544,0.11,2284.52,0,525.44,525.44,Proyecto Aurora
2024-05-03,50784,Eros Fantasy,TOTAL,462870,179999,224,74,0,305,3253,61.94,65,201477,0.44,3099.65,0,2014.77,2014.77,Proyecto Aurora
2024-05-04,50784,Eros Fantasy,TOTAL,463299,180156,429,157,0,443,3430,42.38,48,145355,0.31,3028.23,0,1453.55,1453.55,Proyecto Aurora
2024-05-05,50784,Eros Fantasy,TOTAL,463572,180250,273,94,0,318,3403,16.05,29,54626,0.12,1883.66,0,546.26,546.26,Proyecto Aurora
2024-05-06,50784,Eros Fantasy,TOTAL,463823,180337,251,87,0,328,3383,20.18,30,68281,0.15,2276.03,0,682.81,682.81,Proyecto Aurora
2024-05-07,50784,Eros Fantasy,TOTAL,464116,180443,293,106,0,307,3390,14.94,21,50632,0.11,2411.05,0,506.32,506.32,Proyecto Aurora
2024-05-08,50784,Eros Fantasy,TOTAL,464355,180542,239,99,0,229,3333,22.03,21,73429,0.16,3496.62,0,734.29,734.29,Proyecto Aurora
2024-05-09,50784,Eros Fantasy,TOTAL,464577,180626,222,84,0,256,3297,18.03,23,59440,0.13,2584.35,0,594.4,594.4,Proyecto Aurora
2024-05-10,50784,Eros Fantasy,TOTAL,464803,180698,227,72,1,209,3233,11.5,17,37192,0.08,2187.76,0,371.92,371.92,Proyecto Aurora
2024-05-11,50784,Eros Fantasy,TOTAL,464976,180759,173,61,0,180,3164,7.69,13,24346,0.05,1872.77,0,243.46,243.46,Proyecto Aurora
2024-05-12,50784,Eros Fantasy,TOTAL,465194,180838,219,79,1,233,3273,13.87,13,45387,0.1,3491.31,0,453.87,453.87,Proyecto Aurora
2024-05-13,50784,Eros Fantasy,TOTAL,465378,180904,184,66,0,181,3239,11.78,13,38142,0.08,2934.0,0,381.42,381.42,Proyecto Aurora
2024-05-14,50784,Eros Fantasy,TOTAL,465583,180984,206,80,1,210,3196,11.12,12,35549,0.08,2962.42,0,355.49,355.49,Proyecto Aurora
2024-05-15,50784,Eros Fantasy,TOTAL,465807,181063,225,79,1,203,3210,9.55,10,30647,0.07,3064.7,0,306.47,306.47,Proyecto Aurora
2024-05-16,50784,Eros Fantasy,TOTAL,465945,181120,138,57,0,384,3162,15.64,22,49442,0.11,2247.36,0,494.42,494.42,Proyecto Aurora
2024-05-17,50784,Eros Fantasy,TOTAL,466441,181315,496,195,0,797,3600,153.19,89,551472,1.18,6196.31,0,5514.72,5514.72,Proyecto Aurora
2024-05-18,50784,Eros Fantasy,TOTAL,467367,181662,927,347,1,1098,4047,40.47,42,163796,0.35,3899.9,0,1637.96,1637.96,Proyecto Aurora
2024-05-19,50784,Eros Fantasy,TOTAL,468062,181956,696,294,1,737,3996,34.54,33,138009,0.3,4182.09,0,1380.09,1380.09,Proyecto Aurora
2024-05-20,50784,Eros Fantasy,TOTAL,468484,182121,422,165,0,426,3726,16.99,23,63300,0.14,2752.17,0,633.0,633.0,Proyecto Aurora
2024-05-21,50784,Eros Fantasy,TOTAL,468813,182276,330,155,1,342,3574,17.35,18,61994,0.13,3444.11,0,619.94,619.94,Proyecto Aurora
2024-05-22,50784,Eros Fantasy,TOTAL,469048,182376,235,100,0,266,3369,25.93,26,87357,0.19,3359.88,0,873.57,873.57,Proyecto Aurora
2024-05-23,50784,Eros Fantasy,TOTAL,469314,182476,267,100,1,251,3322,12.97,20,43074,0.09,2153.7,0,430.74,430.74,Proyecto Aurora
2024-05-24,50784,Eros Fantasy,TOTAL,469528,182567,214,91,0,225,3176,16.64,25,52846,0.11,2113.84,0,528.46,528.46,Proyecto Aurora
2024-05-25,50784,Eros Fantasy,TOTAL,469739,182646,213,79,2,217,3129,18.71,24,58533,0.12,2438.88,0,585.33,585.33,Proyecto Aurora
2024-05-26,50784,Eros Fantasy,TOTAL,469995,182755,256,109,0,250,3192,21.63,22,69031,0.15,3137.77,0,690.31,690.31,Proyecto Aurora
2024-05-27,50784,Eros Fantasy,TOTAL,470240,182841,245,86,0,196,3198,8.11,16,25925,0.06,1620.31,0,259.25,259.25,Proyecto Aurora
2024-05-28,50784,Eros Fantasy,TOTAL,470444,182919,204,78,0,200,3057,9.73,9,29738,0.06,3304.22,0,297.38,297.38,Proyecto Aurora
2024-05-29,50784,Eros Fantasy,TOTAL,470642,182982,198,63,0,184,3112,8.07,10,25126,0.05,2512.6,0,251.26,251.26,Proyecto Aurora
2024-05-30,50784,Eros Fantasy,TOTAL,470771,183029,130,47,1,185,2933,19.44,25,57031,0.12,2281.24,0,570.31,570.31,Proyecto Aurora
2024-05-31,50784,Eros Fantasy,TOTAL,470954,183108,183,79,0,202,2936,13.85,23,40672,0.09,1768.35,0,406.72,406.72,Proyecto Aurora
2024-06-01,50784,Eros Fantasy,TOTAL,471125,183160,172,52,1,453,2955,61.45,58,181588,0.39,3130.83,0,1815.88,1815.88,Proyecto Aurora
2024-06-02,50784,Eros Fantasy,TOTAL,471692,183403,568,243,1,706,3403,32.19,32,109545,0.23,3423.28,0,1095.45,1095.45,Proyecto Aurora
2024-06-03,50784,Eros Fantasy,TOTAL,471982,183510,292,107,2,417,3303,16.68,20,55093,0.12,2754.65,0,550.93,550.93,Proyecto Aurora
2024-06-04,50784,Eros Fantasy,TOTAL,472281,183611,299,101,0,297,3344,12.53,15,41896,0.09,2793.07,0,418.96,418.96,Proyecto Aurora
2024-06-05,50784,Eros Fantasy,TOTAL,472492,183695,212,84,1,248,3244,4.21,8,13648,0.03,1706.0,0,136.48,136.48,Proyecto Aurora
2024-06-06,50784,Eros Fantasy,TOTAL,472690,183779,198,84,0,243,3177,19.76,16,62791,0.13,3924.44,0,627.91,627.91,Proyecto Aurora
2024-06-07,50784,Eros Fantasy,TOTAL,472952,183854,263,75,1,692,3344,73.63,38,246215,0.52,6479.34,0,2462.15,2462.15,Proyecto Aurora
2024-06-08,50784,Eros Fantasy,TOTAL,473620,184100,670,246,2,837,3723,57.1,51,212580,0.45,4168.24,0,2125.8,2125.8,Proyecto Aurora
2024-06-09,50784,Eros Fantasy,TOTAL,474199,184328,580,228,1,602,3840,60.96,61,234076,0.49,3837.31,0,2340.76,2340.76,Proyecto Aurora
2024-06-10,50784,Eros Fantasy,TOTAL,474786,184572,587,244,0,563,3850,39.3,39,151308,0.32,3879.69,0,1513.08,1513.08,Proyecto Aurora
2024-06-11,50784,Eros Fantasy,TOTAL,475036,184678,250,106,0,283,3608,38.96,33,140571,0.3,4259.73,0,1405.71,1405.71,Proyecto Aurora
2024-06-12,50784,Eros Fantasy,TOTAL,475360,184821,324,143,0,339,3704,39.9,32,147801,0.31,4618.78,0,1478.01,1478.01,Proyecto Aurora
2024-06-13,50784,Eros Fantasy,TOTAL,475594,184918,234,97,0,268,3618,31.31,36,113288,0.24,3146.89,0,1132.88,1132.88,Proyecto Aurora
2024-06-14,50784,Eros Fantasy,TOTAL,475872,185035,280,117,2,478,3562,15.82,28,56365,0.12,2013.04,0,563.65,563.65,Proyecto Aurora
2024-06-15,50784,Eros Fantasy,TOTAL,476067,185099,195,64,0,475,3297,6.94,12,22885,0.05,1907.08,0,228.85,228.85,Proyecto Aurora
2024-06-16,50784,Eros Fantasy,TOTAL,476265,185161,198,62,0,315,3288,5.84,8,19192,0.04,2399.0,0,191.92,191.92,Proyecto Aurora
2024-06-17,50784,Eros Fantasy,TOTAL,476714,185348,449,187,0,528,3552,125.85,85,447029,0.94,5259.16,0,4470.29,4470.29,Proyecto Aurora
2024-06-18,50784,Eros Fantasy,TOTAL,477335,185583,622,235,1,633,3787,30.16,31,114217,0.24,3684.42,0,1142.17,1142.17,Proyecto Aurora
2024-06-19,50784,Eros Fantasy,TOTAL,477557,185677,226,94,4,277,3393,10.51,16,35674,0.07,2229.63,0,356.74,356.74,Proyecto Aurora
2024-06-20,50784,Eros Fantasy,TOTAL,477740,185755,183,78,0,234,3257,15.26,19,49688,0.1,2615.16,0,496.88,496.88,Proyecto Aurora
2024-06-21,50784,Eros Fantasy,TOTAL,478033,185873,293,118,0,368,3291,54.36,39,178887,0.37,4586.85,0,1788.87,1788.87,Proyecto Aurora
2024-06-22,50784,Eros Fantasy,TOTAL,478285,185982,252,109,0,269,3185,12.39,18,39461,0.08,2192.28,0,394.61,394.61,Proyecto Aurora
2024-06-23,50784,Eros Fantasy,TOTAL,478479,186079,194,97,0,224,3140,26.4,23,82893,0.17,3604.04,0,828.93,828.93,Proyecto Aurora
2024-06-24,50784,Eros Fantasy,TOTAL,478684,186161,206,82,1,237,3069,9.44,17,28973,0.06,1704.29,0,289.73,289.73,Proyecto Aurora
2024-06-25,50784,Eros Fantasy,TOTAL,478835,186217,152,56,1,196,3045,16.51,17,50272,0.11,2957.18,0,502.72,502.72,Proyecto Aurora
2024-06-26,50784,Eros Fantasy,TOTAL,478987,186281,153,64,1,192,3014,17.71,17,53383,0.11,3140.18,0,533.83,533.83,Proyecto Aurora
2024-06-27,50784,Eros Fantasy,TOTAL,479123,186338,138,57,2,189,2970,19.11,20,56751,0.12,2837.55,0,567.51,567.51,Proyecto Aurora
2024-06-28,50784,Eros Fantasy,TOTAL,479261,186384,138,46,0,201,2906,11.47,17,33323,0.07,1960.18,0,333.23,333.23,Proyecto Aurora
2024-06-29,50784,Eros Fantasy,TOTAL,479391,186440,130,56,0,160,2769,23.7,17,65624,0.14,3860.24,0,656.24,656.24,Proyecto Aurora
2024-06-30,50784,Eros Fantasy,TOTAL,479550,186499,159,59,0,217,2829,23.34,25,66039,0.14,2641.56,0,660.39,660.39,Proyecto Aurora
2024-07-01,50784,Eros Fantasy,TOTAL,479695,186549,145,50,0,432,2847,13.77,10,39197,0.08,3919.7,0,391.97,391.97,Proyecto Aurora
2024-07-02,50784,Eros Fantasy,TOTAL,479931,186629,236,80,0,413,2906,1.82,7,5298,0.01,756.86,0,52.98,52.98,Proyecto Aurora
2024-07-03,50784,Eros Fantasy,TOTAL,480109,186691,178,62,0,262,2925,13.31,12,38933,0.08,3244.42,0,389.33,389.33,Proyecto Aurora
2024-07-04,50784,Eros Fantasy,TOTAL,480260,186756,151,65,0,237,2774,3.6,7,9998,0.02,1428.29,0,99.98,99.98,Proyecto Aurora
2024-07-05,50784,Eros Fantasy,TOTAL,480399,186805,139,49,0,208,2753,66.8,53,183895,0.38,3469.72,0,1838.95,1838.95,Proyecto Aurora
2024-07-06,50784,Eros Fantasy,TOTAL,480629,186885,230,80,0,323,2807,16.54,20,46436,0.1,2321.8,0,464.36,464.36,Proyecto Aurora
2024-07-07,50784,Eros Fantasy,TOTAL,480800,186957,171,72,0,232,2842,22.32,20,63437,0.13,3171.85,0,634.37,634.37,Proyecto Aurora
2024-07-08,50784,Eros Fantasy,TOTAL,480984,187019,184,62,0,252,2885,19.8,13,57132,0.12,4394.77,0,571.32,571.32,Proyecto Aurora
2024-07-09,50784,Eros Fantasy,TOTAL,481116,187072,134,53,2,181,2784,19.41,18,54043,0.11,3002.39,11000,540.43,540.43,Proyecto Aurora
2024-07-10,50784,Eros Fantasy,TOTAL,481297,187138,181,66,0,500,2831,19.67,19,55685,0.12,2930.79,0,556.85,556.85,Proyecto Aurora
2024-07-11,50784,Eros Fantasy,TOTAL,481514,187215,218,77,1,390,2846,11.1,20,31590,0.07,1579.5,0,315.9,315.9,Proyecto Aurora
2024-07-12,50784,Eros Fantasy,TOTAL,481694,187265,180,50,0,279,2889,23.79,24,68730,0.14,2863.75,8000,687.3,687.3,Proyecto Aurora
2024-07-13,50784,Eros Fantasy,TOTAL,481854,187319,160,54,0,223,2802,33.97,26,95173,0.2,3660.5,0,951.73,951.73,Proyecto Aurora
2024-07-14,50784,Eros Fantasy,TOTAL,482115,187401,261,82,0,325,2921,14.17,20,41389,0.09,2069.45,0,413.89,413.89,Proyecto Aurora
2024-07-15,50784,Eros Fantasy,TOTAL,482297,187465,182,64,0,237,2905,14.9,17,43295,0.09,2546.76,0,432.95,432.95,Proyecto Aurora
2024-07-16,50784,Eros Fantasy,TOTAL,482470,187532,173,67,0,201,2848,16.29,19,46387,0.1,2441.42,0,463.87,463.87,Proyecto Aurora
2024-07-17,50784,Eros Fantasy,TOTAL,482616,187586,146,54,0,218,2796,14.91,18,41689,0.09,2316.06,0,416.89,416.89,Proyecto Aurora
2024-07-18,50784,Eros Fantasy,TOTAL,482777,187644,161,58,0,420,2809,3.59,8,10097,0.02,1262.13,0,100.97,100.97,Proyecto Aurora
2024-07-19,50784,Eros Fantasy,TOTAL,483049,187742,272,98,0,451,2904,132.16,76,383789,0.79,5049.86,0,3837.89,3837.89,Proyecto Aurora
2024-07-20,50784,Eros Fantasy,TOTAL,483482,187910,433,168,0,665,3086,40.58,33,125221,0.26,3794.58,0,1252.21,1252.21,Proyecto Aurora
2024-07-21,50784,Eros Fantasy,TOTAL,483749,188009,267,99,0,442,2975,40.58,27,120711,0.25,4470.78,0,1207.11,1207.11,Proyecto Aurora
2024-07-22,50784,Eros Fantasy,TOTAL,484100,188141,353,132,2,420,3106,15.64,21,48587,0.1,2313.67,0,485.87,485.87,Proyecto Aurora
2024-07-23,50784,Eros Fantasy,TOTAL,484280,188208,180,67,0,270,2925,13.01,25,38058,0.08,1522.32,0,380.58,380.58,Proyecto Aurora
2024-07-24,50784,Eros Fantasy,TOTAL,484432,188261,153,53,1,231,2829,22.68,25,64174,0.13,2566.96,0,641.74,641.74,Proyecto Aurora
2024-07-25,50784,Eros Fantasy,TOTAL,484612,188329,181,68,1,226,2800,16.52,23,46253,0.1,2011.0,0,462.53,462.53,Proyecto Aurora
2024-07-26,50784,Eros Fantasy,TOTAL,484755,188386,143,57,0,183,2730,25.35,48,69200,0.14,1441.67,0,692.0,692.0,Proyecto Aurora
2024-07-27,50784,Eros Fantasy,TOTAL,484904,188441,149,55,0,190,2613,18.56,29,48509,0.1,1672.72,0,485.09,485.09,Proyecto Aurora
2024-07-28,50784,Eros Fantasy,TOTAL,485071,188506,167,65,0,204,2694,10.87,18,29287,0.06,1627.06,0,292.87,292.87,Proyecto Aurora
2024-07-29,50784,Eros Fantasy,TOTAL,485222,188567,152,61,1,188,2753,12.56,19,34591,0.07,1820.58,0,345.91,345.91,Proyecto Aurora
2024-07-30,50784,Eros Fantasy,TOTAL,485373,188624,151,57,0,198,2716,11.82,23,32091,0.07,1395.26,0,320.91,320.91,Proyecto Aurora
2024-07-31,50784,Eros Fantasy,TOTAL,485564,188685,191,61,0,224,2749,36.88,32,101372,0.21,3167.88,0,1013.72,1013.72,Proyecto Aurora
2024-08-01,50784,Eros Fantasy,TOTAL,485787,188775,223,90,0,344,2753,12.79,23,35223,0.07,1531.43,0,352.23,352.23,Proyecto Aurora
2024-08-02,50784,Eros Fantasy,TOTAL,485966,188852,181,77,2,550,2796,68.5,59,191539,0.39,3246.42,0,1915.39,1915.39,Proyecto Aurora
2024-08-03,50784,Eros Fantasy,TOTAL,486306,188999,341,147,1,395,2923,36.89,30,107832,0.22,3594.4,0,1078.32,1078.32,Proyecto Aurora
2024-08-04,50784,Eros Fantasy,TOTAL,486542,189075,237,76,1,269,2877,28.18,18,81082,0.17,4504.56,0,810.82,810.82,Proyecto Aurora
2024-08-05,50784,Eros Fantasy,TOTAL,486728,189148,186,73,0,263,2833,28.87,24,81782,0.17,3407.58,0,817.82,817.82,Proyecto Aurora
2024-08-06,50784,Eros Fantasy,TOTAL,486945,189226,217,78,0,249,2892,14.92,35,43140,0.09,1232.57,0,431.4,431.4,Proyecto Aurora
2024-08-07,50784,Eros Fantasy,TOTAL,487100,189288,155,62,0,224,2831,24.46,21,69245,0.14,3297.38,0,692.45,692.45,Proyecto Aurora
2024-08-08,50784,Eros Fantasy,TOTAL,487330,189371,230,83,0,471,2886,17.95,25,51791,0.11,2071.64,0,517.91,517.91,Proyecto Aurora
2024-08-09,50784,Eros Fantasy,TOTAL,487536,189437,206,66,0,362,2872,21.11,35,60635,0.12,1732.43,0,606.35,606.35,Proyecto Aurora
2024-08-10,50784,Eros Fantasy,TOTAL,487733,189506,198,69,1,265,2821,8.74,12,24644,0.05,2053.67,0,246.44,246.44,Proyecto Aurora
2024-08-11,50784,Eros Fantasy,TOTAL,487916,189565,183,59,0,200,2848,11.62,12,33095,0.07,2757.92,0,330.95,330.95,Proyecto Aurora
2024-08-12,50784,Eros Fantasy,TOTAL,488074,189618,158,53,0,211,2879,7.33,8,21097,0.04,2637.13,10500,210.97,210.97,Proyecto Aurora
2024-08-13,50784,Eros Fantasy,TOTAL,488225,189666,152,48,1,186,2801,5.57,5,15591,0.03,3118.2,0,155.91,155.91,Proyecto Aurora
2024-08-14,50784,Eros Fantasy,TOTAL,488354,189708,129,42,0,510,2826,13.3,9,37599,0.08,4177.67,0,375.99,375.99,Proyecto Aurora
2024-08-15,50784,Eros Fantasy,TOTAL,488517,189768,166,60,3,402,2783,40.56,22,112885,0.23,5131.14,0,1128.85,1128.85,Proyecto Aurora
2024-08-16,50784,Eros Fantasy,TOTAL,488942,189942,425,174,0,513,3069,153.0,83,469563,0.96,5657.39,0,4695.63,4695.63,Proyecto Aurora
2024-08-17,50784,Eros Fantasy,TOTAL,489357,190120,417,178,2,447,3047,29.04,32,88499,0.18,2765.59,0,884.99,884.99,Proyecto Aurora
2024-08-18,50784,Eros Fantasy,TOTAL,489646,190238,289,118,0,321,2979,38.77,22,115491,0.24,5249.59,0,1154.91,1154.91,Proyecto Aurora
2024-08-19,50784,Eros Fantasy,TOTAL,489884,190323,239,85,1,542,2908,29.83,27,86736,0.18,3212.44,0,867.36,867.36,Proyecto Aurora
2024-08-20,50784,Eros Fantasy,TOTAL,490082,190390,198,67,0,505,2900,16.9,15,49018,0.1,3267.87,0,490.18,490.18,Proyecto Aurora
2024-08-21,50784,Eros Fantasy,TOTAL,490289,190464,207,74,0,422,2835,21.06,19,59706,0.12,3142.42,0,597.06,597.06,Proyecto Aurora
2024-08-22,50784,Eros Fantasy,TOTAL,490522,190556,233,92,0,340,2817,29.06,24,81848,0.17,3410.33,0,818.48,818.48,Proyecto Aurora
2024-08-23,50784,Eros Fantasy,TOTAL,490663,190607,141,51,0,212,2711,13.29,17,36033,0.07,2119.59,500,360.33,360.33,Proyecto Aurora
2024-08-24,50784,Eros Fantasy,TOTAL,490835,190672,172,65,0,245,2687,21.66,18,58191,0.12,3232.83,0,581.91,581.91,Proyecto Aurora
2024-08-25,50784,Eros Fantasy,TOTAL,491069,190744,234,72,0,244,2764,7.12,9,19679,0.04,2186.56,0,196.79,196.79,Proyecto Aurora
2024-08-26,50784,Eros Fantasy,TOTAL,491309,190828,240,84,0,205,2823,9.67,8,27296,0.06,3412.0,0,272.96,272.96,Proyecto Aurora
2024-08-27,50784,Eros Fantasy,TOTAL,491484,190889,175,61,0,187,2756,5.53,8,15236,0.03,1904.5,0,152.36,152.36,Proyecto Aurora
2024-08-28,50784,Eros Fantasy,TOTAL,491645,190954,161,65,0,168,2653,9.23,11,24487,0.05,2226.09,0,244.87,244.87,Proyecto Aurora
2024-08-29,50784,Eros Fantasy,TOTAL,491784,191009,139,55,0,160,2599,12.58,14,32705,0.07,2336.07,0,327.05,327.05,Proyecto Aurora
2024-08-30,50784,Eros Fantasy,TOTAL,491964,191083,180,74,0,422,2659,54.79,41,145681,0.3,3553.2,0,1456.81,1456.81,Proyecto Aurora
2024-08-31,50784,Eros Fantasy,TOTAL,492230,191179,266,96,0,397,2737,31.55,23,86364,0.18,3754.96,0,863.64,863.64,Proyecto Aurora
2024-09-01,50784,Eros Fantasy,TOTAL,492441,191259,212,80,1,295,2722,20.86,18,56779,0.12,3154.39,0,567.79,567.79,Proyecto Aurora
2024-09-02,50784,Eros Fantasy,TOTAL,492633,191326,192,67,0,241,2726,36.59,11,99734,0.2,9066.73,0,997.34,997.34,Proyecto Aurora
2024-09-03,50784,Eros Fantasy,TOTAL,492843,191417,213,91,3,245,2770,9.6,9,26588,0.05,2954.22,0,265.88,265.88,Proyecto Aurora
2024-09-04,50784,Eros Fantasy,TOTAL,492982,191469,140,52,1,177,2688,7.1,8,19084,0.04,2385.5,0,190.84,190.84,Proyecto Aurora
2024-09-05,50784,Eros Fantasy,TOTAL,493099,191505,117,36,0,170,2622,15.46,13,40540,0.08,3118.46,0,405.4,405.4,Proyecto Aurora
2024-09-06,50784,Eros Fantasy,TOTAL,493259,191560,160,55,0,190,2665,13.16,22,35082,0.07,1594.64,0,350.82,350.82,Proyecto Aurora
2024-09-07,50784,Eros Fantasy,TOTAL,493399,191612,140,52,0,179,2625,5.94,11,15598,0.03,1418.0,0,155.98,155.98,Proyecto Aurora
2024-09-08,50784,Eros Fantasy,TOTAL,493533,191673,134,61,0,174,2592,6.67,9,17293,0.04,1921.44,0,172.93,172.93,Proyecto Aurora
2024-09-09,50784,Eros Fantasy,TOTAL,493671,191727,138,54,0,174,2611,14.63,11,38189,0.08,3471.73,0,381.89,381.89,Proyecto Aurora
2024-09-10,50784,Eros Fantasy,TOTAL,493789,191777,118,50,0,165,2583,10.7,10,27647,0.06,2764.7,0,276.47,276.47,Proyecto Aurora
2024-09-11,50784,Eros Fantasy,TOTAL,493935,191829,147,52,1,151,2589,17.59,7,45549,0.09,6507.0,0,455.49,455.49,Proyecto Aurora
2024-09-12,50784,Eros Fantasy,TOTAL,494078,191889,143,60,0,375,2645,10.7,8,28300,0.06,3537.5,0,283.0,283.0,Proyecto Aurora
2024-09-13,50784,Eros Fantasy,TOTAL,494370,191998,292,109,0,598,2741,155.91,77,427359,0.86,5550.12,0,4273.59,4273.59,Proyecto Aurora
2024-09-14,50784,Eros Fantasy,TOTAL,494873,192205,503,207,0,506,2986,58.74,28,175403,0.35,6264.39,0,1754.03,1754.03,Proyecto Aurora
2024-09-15,50784,Eros Fantasy,TOTAL,495213,192334,340,129,0,362,2901,25.15,25,72973,0.15,2918.92,0,729.73,729.73,Proyecto Aurora
2024-09-16,50784,Eros Fantasy,TOTAL,495439,192426,226,92,0,214,2729,36.19,27,98769,0.2,3658.11,0,987.69,987.69,Proyecto Aurora
2024-09-17,50784,Eros Fantasy,TOTAL,495613,192497,175,71,1,218,2678,17.32,11,46382,0.09,4216.55,0,463.82,463.82,Proyecto Aurora
2024-09-18,50784,Eros Fantasy,TOTAL,495754,192549,141,52,0,425,2635,12.14,18,31995,0.06,1777.5,0,319.95,319.95,Proyecto Aurora
2024-09-19,50784,Eros Fantasy,TOTAL,495904,192613,150,64,0,369,2598,26.48,22,68791,0.14,3126.86,0,687.91,687.91,Proyecto Aurora
2024-09-20,50784,Eros Fantasy,TOTAL,496067,192667,163,54,0,240,2576,17.07,15,43984,0.09,2932.27,0,439.84,439.84,Proyecto Aurora
2024-09-21,50784,Eros Fantasy,TOTAL,496224,192715,157,48,0,224,2538,4.69,8,11900,0.02,1487.5,0,119.0,119.0,Proyecto Aurora
2024-09-22,50784,Eros Fantasy,TOTAL,496351,192762,127,47,0,230,2561,18.27,19,46787,0.09,2462.47,0,467.87,467.87,Proyecto Aurora
2024-09-23,50784,Eros Fantasy,TOTAL,496506,192831,155,69,0,204,2561,10.83,14,27747,0.06,1981.93,0,277.47,277.47,Proyecto Aurora
2024-09-24,50784,Eros Fantasy,TOTAL,496644,192890,138,59,0,186,2488,12.92,13,32144,0.06,2472.62,0,321.44,321.44,Proyecto Aurora
2024-09-25,50784,Eros Fantasy,TOTAL,496768,192942,124,52,0,171,2452,4.69,6,11497,0.02,1916.17,0,114.97,114.97,Proyecto Aurora
2024-09-26,50784,Eros Fantasy,TOTAL,496888,192991,120,49,0,260,2423,17.72,13,42943,0.09,3303.31,0,429.43,429.43,Proyecto Aurora
2024-09-27,50784,Eros Fantasy,TOTAL,497046,193037,158,46,0,432,2404,37.36,24,89818,0.18,3742.42,0,898.18,898.18,Proyecto Aurora
2024-09-28,50784,Eros Fantasy,TOTAL,497257,193094,211,57,0,256,2491,56.32,26,140292,0.28,5395.85,0,1402.92,1402.92,Proyecto Aurora
2024-09-29,50784,Eros Fantasy,TOTAL,497500,193190,243,96,0,336,2564,19.74,20,50616,0.1,2530.8,0,506.16,506.16,Proyecto Aurora
2024-09-30,50784,Eros Fantasy,TOTAL,497665,193248,165,58,0,464,2518,96.37,59,242656,0.49,4112.81,0,2426.56,2426.56,Proyecto Aurora
2024-10-01,50784,Eros Fantasy,TOTAL,498144,193439,479,191,0,675,2896,45.86,40,132825,0.27,3320.63,0,1328.25,1328.25,Proyecto Aurora
2024-10-02,50784,Eros Fantasy,TOTAL,498408,193547,264,108,0,330,2758,28.1,27,77508,0.16,2870.67,0,775.08,775.08,Proyecto Aurora
2024-10-03,50784,Eros Fantasy,TOTAL,498648,193632,241,85,1,573,2818,40.32,22,113628,0.23,5164.91,0,1136.28,1136.28,Proyecto Aurora
2024-10-04,50784,Eros Fantasy,TOTAL,498867,193720,220,88,1,396,2759,32.12,29,88612,0.18,3055.59,0,886.12,886.12,Proyecto Aurora
