"Date","APP ID","Game Name","Device","Total Registered Members","Total Verified Members","Newly Registered Members","Newly Verified Members","Newly Unregistered Members","Download","DAU","ARPDAU","Charged UU","Gold Spent","ARPU","ARPPU","Complimentary Gold Spent"
"2022-08-12","50784","Eros Fantasy","ANDROID_APP","126889","49626","210","77","0","49","2866","37.17","23","106521","0.84","4631.35","0"
"2022-08-12","50784","Eros Fantasy","PC","105329","48907","82","38","0","0","1693","3.31","5","5599","0.05","1119.8","0"
"2022-08-12","50784","Eros Fantasy","TOTAL","240925","99389","300","116","0","49","4496","24.94","28","112120","0.47","4004.29","0"
"2022-08-13","50784","Eros Fantasy","ANDROID_APP","127136","49714","247","88","0","63","2881","14.4","14","41492","0.33","2963.71","0"
"2022-08-13","50784","Eros Fantasy","PC","105434","48951","105","44","0","0","1646","1.82","3","3000","0.03","1000","0"
"2022-08-13","50784","Eros Fantasy","TOTAL","241289","99520","364","131","0","63","4476","9.94","17","44492","0.18","2617.18","0"
"2022-08-14","50784","Eros Fantasy","ANDROID_APP","127321","49792","185","78","0","52","2819","12.8","7","36095","0.28","5156.43","0"
"2022-08-14","50784","Eros Fantasy","PC","105509","48989","75","38","0","0","1600","4.19","4","6698","0.06","1674.5","0"
"2022-08-14","50784","Eros Fantasy","TOTAL","241554","99636","265","116","0","52","4359","9.82","11","42793","0.18","3890.27","0"
"2022-08-15","50784","Eros Fantasy","ANDROID_APP","127545","49883","225","91","1","58","2938","5.14","9","15094","0.12","1677.11","0"
"2022-08-15","50784","Eros Fantasy","PC","105608","49036","99","47","0","0","1672","6.7","7","11197","0.11","1599.57","0"
"2022-08-15","50784","Eros Fantasy","TOTAL","241893","99777","340","141","1","58","4541","5.79","16","26291","0.11","1643.19","0"
"2022-08-16","50784","Eros Fantasy","ANDROID_APP","127742","49976","197","93","0","60","2905","16.85","13","48940","0.38","3764.62","0"
"2022-08-16","50784","Eros Fantasy","PC","105696","49083","88","47","0","0","1642","0","0","0","0","0","0"
"2022-08-16","50784","Eros Fantasy","TOTAL","242187","99917","294","140","0","60","4440","11.02","13","48940","0.2","3764.62","0"
"2022-08-17","50784","Eros Fantasy","ANDROID_APP","127913","50041","171","65","0","110","2878","4.13","9","11896","0.09","1321.78","0"
"2022-08-17","50784","Eros Fantasy","PC","105789","49125","93","42","0","0","1653","1.12","2","1850","0.02","925","0"
"2022-08-17","50784","Eros Fantasy","TOTAL","242471","100030","284","113","0","110","4431","3.1","11","13746","0.06","1249.64","0"
"2022-08-18","50784","Eros Fantasy","ANDROID_APP","128082","50103","169","62","0","46","2777","15.41","13","42795","0.33","3291.92","0"
"2022-08-18","50784","Eros Fantasy","PC","105847","49159","59","34","1","0","1608","2.77","3","4449","0.04","1483","0"
"2022-08-18","50784","Eros Fantasy","TOTAL","242698","100126","228","96","1","46","4329","10.91","16","47244","0.19","2952.75","0"
"2022-08-19","50784","Eros Fantasy","ANDROID_APP","128265","50177","183","74","0","58","2752","12.8","9","35232","0.28","3914.67","0"
"2022-08-19","50784","Eros Fantasy","PC","105942","49210","95","51","0","0","1603","1.56","2","2500","0.02","1250","0"
"2022-08-19","50784","Eros Fantasy","TOTAL","242975","100250","277","124","0","58","4284","8.81","11","37732","0.16","3430.18","0"
"2022-08-20","50784","Eros Fantasy","ANDROID_APP","128420","50237","155","60","0","37","2620","4.2","10","10991","0.09","1099.1","0"
"2022-08-20","50784","Eros Fantasy","PC","106024","49252","82","42","0","0","1533","5.9","2","9044","0.09","4522","0"
"2022-08-20","50784","Eros Fantasy","TOTAL","243211","100352","236","102","0","37","4098","4.89","12","20035","0.08","1669.58","0"
"2022-08-21","50784","Eros Fantasy","ANDROID_APP","128590","50296","170","59","0","48","2621","7.63","12","19993","0.16","1666.08","0"
"2022-08-21","50784","Eros Fantasy","PC","106094","49286","71","34","1","0","1545","2.2","5","3400","0.03","680","0"
"2022-08-21","50784","Eros Fantasy","TOTAL","243450","100444","240","92","1","48","4112","5.69","17","23393","0.1","1376.06","0"
"2022-08-22","50784","Eros Fantasy","ANDROID_APP","128751","50354","161","58","0","41","2672","3.01","7","8044","0.06","1149.14","0"
"2022-08-22","50784","Eros Fantasy","PC","106162","49318","70","32","2","0","1567","5.14","4","8047","0.08","2011.75","0"
"2022-08-22","50784","Eros Fantasy","TOTAL","243679","100534","231","90","2","41","4161","3.87","11","16091","0.07","1462.82","0"
"2022-08-23","50784","Eros Fantasy","ANDROID_APP","128915","50413","164","59","0","42","2648","13.78","18","36491","0.28","2027.28","0"
"2022-08-23","50784","Eros Fantasy","PC","106235","49350","73","32","0","0","1539","6.4","6","9848","0.09","1641.33","0"
"2022-08-23","50784","Eros Fantasy","TOTAL","243916","100625","237","91","0","42","4127","11.23","24","46339","0.19","1930.79","0"
"2022-08-24","50784","Eros Fantasy","ANDROID_APP","129183","50514","268","101","0","71","2778","7.16","9","19896","0.15","2210.67","0"
"2022-08-24","50784","Eros Fantasy","PC","106326","49395","91","45","0","0","1558","2.76","3","4300","0.04","1433.33","0"
"2022-08-24","50784","Eros Fantasy","TOTAL","244270","100767","354","142","0","71","4262","5.68","12","24196","0.1","2016.33","0"
"2022-08-25","50784","Eros Fantasy","ANDROID_APP","129475","50614","294","100","2","46","2785","11.61","10","32343","0.25","3234.3","0"
"2022-08-25","50784","Eros Fantasy","PC","106405","49429","79","34","0","0","1508","0.2","1","300","0","300","0"
"2022-08-25","50784","Eros Fantasy","TOTAL","244640","100900","372","133","2","46","4223","7.73","11","32643","0.13","2967.55","0"
"2022-08-26","50784","Eros Fantasy","ANDROID_APP","129776","50728","301","114","0","60","2878","62.8","25","180727","1.4","7229.08","0"
"2022-08-26","50784","Eros Fantasy","PC","106545","49485","140","56","0","0","1622","19.85","8","32197","0.3","4024.63","0"
"2022-08-26","50784","Eros Fantasy","TOTAL","245078","101068","438","168","0","60","4437","47.99","33","212924","0.87","6452.24","0"
"2022-08-27","50784","Eros Fantasy","ANDROID_APP","130149","50868","374","140","1","92","2787","21.48","27","59878","0.46","2217.7","0"
"2022-08-27","50784","Eros Fantasy","PC","106731","49572","186","87","0","0","1647","24.61","10","40528","0.38","4052.8","0"
"2022-08-27","50784","Eros Fantasy","TOTAL","245630","101290","553","222","1","92","4379","22.93","37","100406","0.41","2713.68","0"
"2022-08-28","50784","Eros Fantasy","ANDROID_APP","130487","51000","338","132","0","98","2926","28.31","18","82824","0.64","4601.33","0"
"2022-08-28","50784","Eros Fantasy","PC","106956","49673","226","101","1","0","1682","27.79","8","46735","0.44","5841.88","0"
"2022-08-28","50784","Eros Fantasy","TOTAL","246189","101522","560","232","1","98","4559","28.42","26","129559","0.53","4983.04","0"
"2022-08-29","50784","Eros Fantasy","ANDROID_APP","130817","51129","330","129","0","89","2913","12.3","18","35840","0.27","1991.11","0"
"2022-08-29","50784","Eros Fantasy","PC","107143","49762","187","89","0","0","1741","20.78","6","36180","0.34","6030","0"
"2022-08-29","50784","Eros Fantasy","TOTAL","246703","101738","514","216","0","89","4588","15.7","24","72020","0.29","3000.83","0"
"2022-08-30","50784","Eros Fantasy","ANDROID_APP","131088","51257","271","128","0","63","2878","22.44","23","64576","0.49","2807.65","0"
"2022-08-30","50784","Eros Fantasy","PC","107338","49845","195","83","0","0","1716","26.27","9","45082","0.42","5009.11","0"
"2022-08-30","50784","Eros Fantasy","TOTAL","247165","101946","462","208","0","63","4525","24.23","32","109658","0.44","3426.81","0"
"2022-08-31","50784","Eros Fantasy","ANDROID_APP","131287","51334","199","77","0","41","2841","25.45","27","72316","0.55","2678.37","0"
"2022-08-31","50784","Eros Fantasy","PC","107531","49932","193","87","0","0","1729","17.86","13","30886","0.29","2375.85","0"
"2022-08-31","50784","Eros Fantasy","TOTAL","247556","102109","391","163","0","41","4508","22.89","40","103202","0.42","2580.05","0"
"2022-09-01","50784","Eros Fantasy","ANDROID_APP","131550","51456","263","122","0","59","2823","17.43","25","49219","0.37","1968.76","0"
"2022-09-01","50784","Eros Fantasy","PC","107718","50016","187","84","0","0","1729","23.44","10","40535","0.38","4053.5","0"
"2022-09-01","50784","Eros Fantasy","TOTAL","248005","102314","449","205","0","59","4489","19.99","34","89754","0.36","2639.82","0"
"2022-09-02","50784","Eros Fantasy","ANDROID_APP","131736","51530","186","74","0","56","2808","17.55","20","49273","0.37","2463.65","0"
"2022-09-02","50784","Eros Fantasy","PC","107813","50052","95","36","0","0","1622","9.06","9","14692","0.14","1632.44","0"
"2022-09-02","50784","Eros Fantasy","TOTAL","248286","102424","281","110","0","56","4373","14.63","29","63965","0.26","2205.69","0"
"2022-09-03","50784","Eros Fantasy","ANDROID_APP","131938","51621","202","91","0","40","2770","18.25","12","50543","0.38","4211.92","0"
"2022-09-03","50784","Eros Fantasy","PC","107896","50089","83","37","0","0","1528","8.01","6","12242","0.11","2040.33","0"
"2022-09-03","50784","Eros Fantasy","TOTAL","248569","102550","283","126","0","40","4236","14.82","18","62785","0.25","3488.06","0"
"2022-09-04","50784","Eros Fantasy","ANDROID_APP","132201","51720","263","99","0","73","2803","23.12","12","64793","0.49","5399.42","0"
"2022-09-04","50784","Eros Fantasy","PC","108009","50138","113","49","0","0","1540","0.65","2","999","0.01","499.5","0"
"2022-09-04","50784","Eros Fantasy","TOTAL","248943","102696","374","146","0","73","4288","15.34","14","65792","0.26","4699.43","0"
"2022-09-05","50784","Eros Fantasy","ANDROID_APP","132418","51805","217","85","0","57","2759","16.38","16","45186","0.34","2824.13","0"
"2022-09-05","50784","Eros Fantasy","PC","108108","50173","99","35","0","0","1578","8.81","4","13898","0.13","3474.5","0"
"2022-09-05","50784","Eros Fantasy","TOTAL","249257","102815","314","119","0","57","4274","13.82","20","59084","0.24","2954.2","0"
"2022-09-06","50784","Eros Fantasy","ANDROID_APP","132604","51887","187","82","1","45","2803","19.01","13","53288","0.4","4099.08","0"
"2022-09-06","50784","Eros Fantasy","PC","108217","50221","109","48","0","0","1579","5.32","7","8394","0.08","1199.14","0"
"2022-09-06","50784","Eros Fantasy","TOTAL","249550","102944","294","129","1","45","4315","14.29","19","61682","0.25","3246.42","0"
"2022-09-07","50784","Eros Fantasy","ANDROID_APP","132817","51971","214","84","1","56","2810","12.18","18","34225","0.26","1901.39","0"
"2022-09-07","50784","Eros Fantasy","PC","108324","50267","107","46","0","0","1546","3.56","3","5498","0.05","1832.67","0"
"2022-09-07","50784","Eros Fantasy","TOTAL","249865","103072","316","128","1","56","4290","9.26","21","39723","0.16","1891.57","0"
"2022-09-08","50784","Eros Fantasy","ANDROID_APP","132978","52042","161","71","0","38","2666","8.6","9","22938","0.17","2548.67","0"
"2022-09-08","50784","Eros Fantasy","PC","108399","50296","75","29","0","0","1510","4.17","8","6292","0.06","786.5","0"
"2022-09-08","50784","Eros Fantasy","TOTAL","250101","103172","236","100","0","38","4110","7.11","17","29230","0.12","1719.41","0"
"2022-09-09","50784","Eros Fantasy","ANDROID_APP","133163","52113","185","71","0","48","2695","26.02","23","70122","0.53","3048.78","0"
"2022-09-09","50784","Eros Fantasy","PC","108485","50324","86","28","0","0","1546","8.24","6","12745","0.12","2124.17","0"
"2022-09-09","50784","Eros Fantasy","TOTAL","250370","103269","269","97","0","48","4174","19.85","29","82867","0.33","2857.48","0"
"2022-09-10","50784","Eros Fantasy","ANDROID_APP","133354","52193","191","80","0","49","2629","8.86","8","23293","0.17","2911.63","0"
"2022-09-10","50784","Eros Fantasy","PC","108587","50375","102","51","0","0","1554","21.55","6","33490","0.31","5581.67","0"
"2022-09-10","50784","Eros Fantasy","TOTAL","250662","103399","292","130","0","49","4139","13.72","14","56783","0.23","4055.93","0"
"2022-09-11","50784","Eros Fantasy","ANDROID_APP","133556","52275","202","82","0","46","2698","8.32","11","22442","0.17","2040.18","0"
"2022-09-11","50784","Eros Fantasy","PC","108671","50410","84","35","0","0","1488","3.39","4","5047","0.05","1261.75","0"
"2022-09-11","50784","Eros Fantasy","TOTAL","250945","103514","283","115","0","46","4130","6.66","14","27489","0.11","1963.5","0"
"2022-09-12","50784","Eros Fantasy","ANDROID_APP","133727","52338","171","63","0","39","2637","3.56","4","9397","0.07","2349.25","0"
"2022-09-12","50784","Eros Fantasy","PC","108741","50438","70","28","0","0","1495","5.68","6","8495","0.08","1415.83","0"
"2022-09-12","50784","Eros Fantasy","TOTAL","251185","103605","240","91","0","39","4061","4.41","10","17892","0.07","1789.2","0"
"2022-09-13","50784","Eros Fantasy","ANDROID_APP","133888","52414","161","76","0","41","2611","8.56","12","22344","0.17","1862","0"
"2022-09-13","50784","Eros Fantasy","PC","108810","50475","69","37","0","0","1488","7.52","5","11196","0.1","2239.2","0"
"2022-09-13","50784","Eros Fantasy","TOTAL","251414","103717","229","112","0","41","4032","8.32","17","33540","0.13","1972.94","0"
"2022-09-14","50784","Eros Fantasy","ANDROID_APP","134117","52504","229","90","0","61","2685","26.62","12","71488","0.53","5957.33","0"
"2022-09-14","50784","Eros Fantasy","PC","108930","50533","120","58","0","0","1548","5.68","5","8797","0.08","1759.4","0"
"2022-09-14","50784","Eros Fantasy","TOTAL","251762","103865","348","148","0","61","4173","19.24","17","80285","0.32","4722.65","0"
"2022-09-15","50784","Eros Fantasy","ANDROID_APP","134342","52572","225","68","0","62","2669","14.57","11","38893","0.29","3535.73","0"
"2022-09-15","50784","Eros Fantasy","PC","109019","50573","89","40","0","0","1514","4.03","4","6097","0.06","1524.25","0"
"2022-09-15","50784","Eros Fantasy","TOTAL","252076","103973","314","108","0","62","4124","10.91","15","44990","0.18","2999.33","0"
"2022-09-16","50784","Eros Fantasy","ANDROID_APP","134520","52643","178","71","0","51","2642","11.3","6","29850","0.22","4975","0"
"2022-09-16","50784","Eros Fantasy","PC","109100","50609","81","36","0","0","1540","3.05","4","4696","0.04","1174","0"
"2022-09-16","50784","Eros Fantasy","TOTAL","252334","104079","258","106","0","51","4114","8.4","10","34546","0.14","3454.6","0"
"2022-09-17","50784","Eros Fantasy","ANDROID_APP","134848","52762","328","119","0","87","2815","48.2","39","135682","1.01","3479.03","0"
"2022-09-17","50784","Eros Fantasy","PC","109231","50661","131","52","0","0","1549","26.47","15","40995","0.38","2733","0"
"2022-09-17","50784","Eros Fantasy","TOTAL","252789","104248","455","169","0","87","4302","41.07","54","176677","0.7","3271.8","0"
"2022-09-18","50784","Eros Fantasy","ANDROID_APP","135461","52953","614","191","1","114","3232","17.09","25","55238","0.41","2209.52","0"
"2022-09-18","50784","Eros Fantasy","PC","109384","50725","153","64","0","0","1614","8.61","3","13895","0.13","4631.67","0"
"2022-09-18","50784","Eros Fantasy","TOTAL","253551","104502","763","254","1","114","4773","14.48","28","69133","0.27","2469.04","0"
"2022-09-19","50784","Eros Fantasy","ANDROID_APP","135748","53048","287","95","0","48","3006","13.47","14","40490","0.3","2892.14","0"
"2022-09-19","50784","Eros Fantasy","PC","109497","50774","113","49","0","0","1614","9.38","7","15147","0.14","2163.86","0"
"2022-09-19","50784","Eros Fantasy","TOTAL","253951","104646","400","144","0","48","4555","12.21","21","55637","0.22","2649.38","0"
"2022-09-20","50784","Eros Fantasy","ANDROID_APP","136054","53169","306","121","0","65","2981","9.19","15","27397","0.2","1826.47","0"
"2022-09-20","50784","Eros Fantasy","PC","109638","50847","142","73","1","0","1709","8.89","7","15199","0.14","2171.29","0"
"2022-09-20","50784","Eros Fantasy","TOTAL","254393","104836","443","190","1","65","4609","9.24","22","42596","0.17","1936.18","0"
"2022-09-21","50784","Eros Fantasy","ANDROID_APP","136302","53259","248","90","0","61","2904","10.05","16","29192","0.21","1824.5","0"
"2022-09-21","50784","Eros Fantasy","PC","109793","50935","155","88","0","0","1682","19.88","11","33446","0.31","3040.55","0"
"2022-09-21","50784","Eros Fantasy","TOTAL","254794","105012","401","176","0","61","4513","13.88","27","62638","0.25","2319.93","0"
"2022-09-22","50784","Eros Fantasy","ANDROID_APP","136524","53347","222","88","0","67","2864","9.85","16","28198","0.21","1762.38","0"
"2022-09-22","50784","Eros Fantasy","PC","109937","51007","144","72","0","0","1686","7.41","8","12498","0.11","1562.25","0"
"2022-09-22","50784","Eros Fantasy","TOTAL","255157","105170","363","158","0","67","4474","9.1","24","40696","0.16","1695.67","0"
"2022-09-23","50784","Eros Fantasy","ANDROID_APP","136827","53461","303","114","0","94","3017","95.06","59","286799","2.1","4861","0"
"2022-09-23","50784","Eros Fantasy","PC","110071","51068","134","61","0","0","1736","123.64","48","214646","1.95","4471.79","0"
"2022-09-23","50784","Eros Fantasy","TOTAL","255593","105344","436","174","0","94","4640","108.07","106","501445","1.97","4730.61","0"
"2022-09-24","50784","Eros Fantasy","ANDROID_APP","137205","53596","378","135","0","85","2983","32.5","32","96950","0.71","3029.69","0"
